50	0
100	-0.14
107	-0.08
118	-0.03
125	-0.01
136	0
146	-0.01
158	-0.03
171	-0.07
188	-0.16
200	-0.26
214	-0.39
231	-0.54
250	-0.76
273	-1.07
293	-1.28
316	-1.4
343	-1.75
364	-2.04
400	-2.42
429	-2.51
462	-2.41
500	-2.01
545	-1.22
585	-0.14
632	0
686	0
727	0
800	0
857	0
923	0
1000	0
1091	0
1171	0
1263	0
1371	0
1455	0
1600	0
1714	0
1846	0
20000	0
